domain_id	length	sccs	superfamily	species_id
d2b0va1	146	d.113.1.1	d.113.1	2b0v
d2b06a1	150	d.113.1.1	d.113.1	2b06
d3a6sa_	125	d.113.1.1	d.113.1	3a6s
d1q33a_	292	d.113.1.1	d.113.1	1q33
d1u20a1	196	d.113.1.1	d.113.1	1u20
d3zr0a_	154	d.113.1.1	d.113.1	3zr0
d2o5fa_	155	d.113.1.2	d.113.1	2o5f
d2fkba1	161	d.113.1.2	d.113.1	2fkb
d1x51a1	142	d.113.1.3	d.113.1	1x51
d1rrqa2	123	d.113.1.3	d.113.1	1rrq
d2gb5a1	94	d.113.1.4	d.113.1	2gb5
d2gb5a3	128	d.113.1.4	d.113.1	2gb5
d1vk6a2	131	d.113.1.4	d.113.1	1vk6
d1vk6a3	97	d.113.1.4	d.113.1	1vk6
d2i8ta_	149	d.113.1.5	d.113.1	2i8t
d5deqa1	142	d.113.1.6	d.113.1	5deq
d2fmla2	202	d.113.1.6	d.113.1	2fml
d2a6ta2	139	d.113.1.7	d.113.1	2a6t
d3fk9a1	152	d.113.1.0	d.113.1	3fk9
d3gwya1	119	d.113.1.0	d.113.1	3gwy
d5c7qa_	182	d.113.1.0	d.113.1	5c7q
d3eesa_	131	d.113.1.0	d.113.1	3ees
d4dywa_	129	d.113.1.0	d.113.1	4dyw
d3dkud_	148	d.113.1.0	d.113.1	3dku
d5cfja_	140	d.113.1.0	d.113.1	5cfj
d3r03a_	131	d.113.1.0	d.113.1	3r03
d1hp1a1	188	d.114.1.1	d.114.1	1hp1
d2z1aa1	205	d.114.1.1	d.114.1	2z1a
d3c9fa1	209	d.114.1.1	d.114.1	3c9f
d1jcua_	208	d.115.1.1	d.115.1	1jcu
d1k7ja_	206	d.115.1.1	d.115.1	1k7j
d1hrua_	186	d.115.1.1	d.115.1	1hru
d1k4ia_	216	d.115.1.2	d.115.1	1k4i
d1snna_	219	d.115.1.2	d.115.1	1snn
d1wdva_	150	d.116.1.1	d.116.1	1wdv
d1vjfa_	167	d.116.1.1	d.116.1	1vjf
d2dxaa_	158	d.116.1.0	d.116.1	2dxa
d2z0xa_	157	d.116.1.0	d.116.1	2z0x
d1b5ea_	241	d.117.1.1	d.117.1	1b5e
d1bkpa_	278	d.117.1.1	d.117.1	1bkp
d2g8ma_	264	d.117.1.1	d.117.1	2g8m
d4ez8a_	287	d.117.1.1	d.117.1	4ez8
d2y28a_	180	d.118.1.1	d.118.1	2y28
d1lbaa_	146	d.118.1.1	d.118.1	1lba
d1yb0a1	157	d.118.1.1	d.118.1	1yb0
d1ohta_	173	d.118.1.1	d.118.1	1oht
d2wkxa2	175	d.118.1.1	d.118.1	2wkx
d2eava_	164	d.118.1.1	d.118.1	2eav
d3ep1a_	167	d.118.1.0	d.118.1	3ep1
d3rdra_	153	d.118.1.0	d.118.1	3rdr
d2xz4a_	165	d.118.1.0	d.118.1	2xz4
d2f2la2	165	d.118.1.0	d.118.1	2f2l
d1cxya_	81	d.120.1.1	d.120.1	1cxy
d1kbia2	97	d.120.1.1	d.120.1	1kbi
d1mj4a_	79	d.120.1.1	d.120.1	1mj4
d3nera_	90	d.120.1.1	d.120.1	3ner
d1t0ga_	109	d.120.1.2	d.120.1	1t0g
d1x3xa_	82	d.120.1.0	d.120.1	1x3x
d7bwha_	88	d.120.1.0	d.120.1	7bwh
d1vcca_	77	d.121.1.1	d.121.1	1vcc
d3t0ha_	208	d.122.1.1	d.122.1	3t0h
d1ei1a2	219	d.122.1.2	d.122.1	1ei1
d1b63a2	218	d.122.1.2	d.122.1	1b63
d1h7sa2	193	d.122.1.2	d.122.1	1h7s
d1pvga2	239	d.122.1.2	d.122.1	1pvg
d1s14a_	168	d.122.1.2	d.122.1	1s14
d2hkja3	219	d.122.1.2	d.122.1	2hkj
d1i58a_	189	d.122.1.3	d.122.1	1i58
d1bxda_	161	d.122.1.3	d.122.1	1bxd
d1id0a_	146	d.122.1.3	d.122.1	1id0
d1r62a_	136	d.122.1.3	d.122.1	1r62
d2c2aa2	151	d.122.1.3	d.122.1	2c2a
d1ysra_	137	d.122.1.3	d.122.1	1ysr
d4e01a2	162	d.122.1.4	d.122.1	4e01
d1gkza2	168	d.122.1.4	d.122.1	1gkz
d2e0aa2	193	d.122.1.0	d.122.1	2e0a
d3cwva1	199	d.122.1.0	d.122.1	3cwv
d1ixma_	168	d.123.1.1	d.123.1	1ixm
d1iooa_	196	d.124.1.1	d.124.1	1ioo
d1ucda_	190	d.124.1.1	d.124.1	1ucd
d1bola_	222	d.124.1.1	d.124.1	1bol
d1jy5a_	203	d.124.1.1	d.124.1	1jy5
d1iqqa_	200	d.124.1.1	d.124.1	1iqq
d1sgla_	206	d.124.1.1	d.124.1	1sgl
d3d3za_	238	d.124.1.0	d.124.1	3d3z
d1c4ka3	161	d.125.1.1	d.125.1	1c4k
d1g62a_	224	d.126.1.1	d.126.1	1g62
d1g61a_	225	d.126.1.1	d.126.1	1g61
d1jdwa_	360	d.126.1.2	d.126.1	1jdw
d1bwda_	348	d.126.1.2	d.126.1	1bwd
d1h70a_	255	d.126.1.3	d.126.1	1h70
d1s9ra_	409	d.126.1.4	d.126.1	1s9r
d2a9ga1	405	d.126.1.4	d.126.1	2a9g
d2dewx3	370	d.126.1.5	d.126.1	2dew
d3hvma_	330	d.126.1.6	d.126.1	3hvm
d2q3ua_	365	d.126.1.6	d.126.1	2q3u
d1ynfa1	429	d.126.1.7	d.126.1	1ynf
d6b10a1	309	d.126.1.0	d.126.1	6b10
d2ci1a_	275	d.126.1.0	d.126.1	2ci1
d4bofa_	408	d.126.1.0	d.126.1	4bof
d2v3za2	264	d.127.1.1	d.127.1	2v3z
d1pv9a2	221	d.127.1.1	d.127.1	1pv9
d1chma2	246	d.127.1.1	d.127.1	1chm
d2ggca_	263	d.127.1.1	d.127.1	2ggc
d1b6aa2	281	d.127.1.1	d.127.1	1b6a
d1xgsa2	218	d.127.1.1	d.127.1	1xgs
d1qxya_	249	d.127.1.1	d.127.1	1qxy
d1m15a2	262	d.128.1.2	d.128.1	1m15
d1crka2	282	d.128.1.2	d.128.1	1crk
d4am1a2	250	d.128.1.2	d.128.1	4am1
d1r8ga_	352	d.128.1.3	d.128.1	1r8g
d1va6a_	507	d.128.1.4	d.128.1	1va6
d2f2ab2	290	d.128.1.5	d.128.1	2f2a
d1zq1c3	321	d.128.1.5	d.128.1	1zq1
d2bvca2	374	d.128.1.0	d.128.1	2bvc
d1nh2a1	95	d.129.1.1	d.129.1	1nh2
d1nh2a2	85	d.129.1.1	d.129.1	1nh2
d1aisa1	92	d.129.1.1	d.129.1	1ais
d1mpga2	99	d.129.1.2	d.129.1	1mpg
d1m3qa2	124	d.129.1.2	d.129.1	1m3q
d3eika1	94	d.129.1.0	d.129.1	3eik
d3eika2	84	d.129.1.0	d.129.1	3eik
d3pmga4	141	d.129.2.1	d.129.2	3pmg
d1p5dx4	96	d.129.2.1	d.129.2	1p5d
d4a8ua_	159	d.129.3.1	d.129.3	4a8u
d2wqla_	152	d.129.3.1	d.129.3	2wql
d2qima_	157	d.129.3.1	d.129.3	2qim
d1jssa_	199	d.129.3.2	d.129.3	1jss
d1em2a_	214	d.129.3.2	d.129.3	1em2
d1ln1a_	203	d.129.3.2	d.129.3	1ln1
d2psoa1	197	d.129.3.2	d.129.3	2pso
d1z01a2	279	d.129.3.3	d.129.3	1z01
d1ulia2	270	d.129.3.3	d.129.3	1uli
d4hjla2	292	d.129.3.3	d.129.3	4hjl
d2b1xa2	279	d.129.3.3	d.129.3	2b1x
d2bmoa2	287	d.129.3.3	d.129.3	2bmo
d2de6a2	242	d.129.3.3	d.129.3	2de6
d7buga2	242	d.129.3.3	d.129.3	7bug
d1kcma_	256	d.129.3.4	d.129.3	1kcm
d1x53a1	132	d.129.3.5	d.129.3	1x53
d2l65a1	155	d.129.3.5	d.129.3	2l65
d1xn5a_	138	d.129.3.5	d.129.3	1xn5
d1z94a1	140	d.129.3.5	d.129.3	1z94
d2nn5a1	160	d.129.3.5	d.129.3	2nn5
d1xfsa_	154	d.129.3.5	d.129.3	1xfs
d2il5a1	162	d.129.3.5	d.129.3	2il5
d2k5ga1	183	d.129.3.5	d.129.3	2k5g
d3elia1	141	d.129.3.5	d.129.3	3eli
d1t17a_	148	d.129.3.6	d.129.3	1t17
d2d4ra1	146	d.129.3.6	d.129.3	2d4r
d2rera1	155	d.129.3.6	d.129.3	2rer
d2ffsa1	146	d.129.3.7	d.129.3	2ffs
d2qpva1	133	d.129.3.8	d.129.3	2qpv
d3f08a_	137	d.129.3.8	d.129.3	3f08
d2b79a2	137	d.129.3.9	d.129.3	2b79
d2ns9a1	147	d.129.3.10	d.129.3	2ns9
d2pcsa1	147	d.129.3.10	d.129.3	2pcs
d3gzya2	279	d.129.3.0	d.129.3	3gzy
d2flha_	144	d.129.3.0	d.129.3	2flh
d2ckfa2	296	d.129.3.0	d.129.3	2ckf
d1f46a_	139	d.129.4.1	d.129.4	1f46
d1v8ca2	78	d.129.5.1	d.129.5	1v8c
d3osea_	100	d.129.6.1	d.129.6	3ose
d2v8qa1	99	d.129.6.2	d.129.6	2v8q
d2qrda_	114	d.129.6.2	d.129.6	2qrd
d3t4na_	139	d.129.6.2	d.129.6	3t4n
d1j3ma_	127	d.129.7.1	d.129.7	1j3m
d1q9ua_	128	d.129.7.1	d.129.7	1q9u
d1t6aa_	124	d.129.8.1	d.129.8	1t6a
d1xsza2	157	d.129.9.1	d.129.9	1xsz
d2fpna1	205	d.129.10.1	d.129.10	2fpn
d2pwwa1	114	d.129.11.1	d.129.11	2pww
d2hj2a1	110	d.130.1.1	d.130.1	2hj2
d2hj2a2	126	d.130.1.1	d.130.1	2hj2
d2hj2a3	144	d.130.1.1	d.130.1	2hj2
d2p02a1	110	d.130.1.1	d.130.1	2p02
d2p02a2	126	d.130.1.1	d.130.1	2p02
d2p02a3	144	d.130.1.1	d.130.1	2p02
d1ok7a1	122	d.131.1.1	d.131.1	1ok7
d1ok7a2	122	d.131.1.1	d.131.1	1ok7
d1ok7a3	122	d.131.1.1	d.131.1	1ok7
d1vpka1	120	d.131.1.1	d.131.1	1vpk
d1vpka2	123	d.131.1.1	d.131.1	1vpk
d1vpka3	123	d.131.1.1	d.131.1	1vpk
d1b77a1	110	d.131.1.2	d.131.1	1b77
d1b77a2	118	d.131.1.2	d.131.1	1b77
d1rwza1	122	d.131.1.2	d.131.1	1rwz
d1rwza2	122	d.131.1.2	d.131.1	1rwz
d1plqa1	126	d.131.1.2	d.131.1	1plq
d1plqa2	132	d.131.1.2	d.131.1	1plq
d1u7ba1	126	d.131.1.2	d.131.1	1u7b
d1u7ba2	125	d.131.1.2	d.131.1	1u7b
d1iz5a1	119	d.131.1.2	d.131.1	1iz5
d1iz5a2	121	d.131.1.2	d.131.1	1iz5
d1ud9a1	119	d.131.1.2	d.131.1	1ud9
d1ud9a2	119	d.131.1.2	d.131.1	1ud9
d1dmla1	141	d.131.1.2	d.131.1	1dml
d1dmla2	126	d.131.1.2	d.131.1	1dml
d1t6la1	126	d.131.1.2	d.131.1	1t6l
d1t6la2	123	d.131.1.2	d.131.1	1t6l
d6dega1	109	d.131.1.0	d.131.1	6deg
d3aixa1	126	d.131.1.0	d.131.1	3aix
d1rm6a2	636	d.133.1.1	d.133.1	1rm6
d1vlba4	597	d.133.1.1	d.133.1	1vlb
d1n62b2	663	d.133.1.1	d.133.1	1n62
d1t3qb2	621	d.133.1.1	d.133.1	1t3q
d1v97a5	638	d.133.1.1	d.133.1	1v97
d3mmca3	185	d.134.1.1	d.134.1	3mmc
d3c7bb5	179	d.134.1.1	d.134.1	3c7b
d3mmcb3	179	d.134.1.1	d.134.1	3mmc
d2akja3	126	d.134.1.1	d.134.1	2akj
d2akja4	171	d.134.1.1	d.134.1	2akj
d1aopa3	171	d.134.1.1	d.134.1	1aop
d1aopa4	145	d.134.1.1	d.134.1	1aop
d1zj8a3	149	d.134.1.1	d.134.1	1zj8
d1zj8a4	165	d.134.1.1	d.134.1	1zj8
d6c3ma2	174	d.134.1.0	d.134.1	6c3m
d6c3ma4	145	d.134.1.0	d.134.1	6c3m
d3b0ga2	171	d.134.1.0	d.134.1	3b0g
d3b0ga4	126	d.134.1.0	d.134.1	3b0g
d2vfxa_	203	d.135.1.1	d.135.1	2vfx
d1byra_	152	d.136.1.1	d.136.1	1byr
d1v0wa1	256	d.136.1.2	d.136.1	1v0w
d1v0wa2	240	d.136.1.2	d.136.1	1v0w
d1q32a1	208	d.136.1.3	d.136.1	1q32
d1q32a2	209	d.136.1.3	d.136.1	1q32
d1jy1a1	206	d.136.1.3	d.136.1	1jy1
d1jy1a2	233	d.136.1.3	d.136.1	1jy1
d1xdpa3	187	d.136.1.4	d.136.1	1xdp
d2o8ra3	184	d.136.1.4	d.136.1	2o8r
d2o8ra4	186	d.136.1.4	d.136.1	2o8r
d2f5tx2	137	d.136.1.5	d.136.1	2f5t
d4gena1	143	d.136.1.0	d.136.1	4gen
d1ckva_	141	d.137.1.1	d.137.1	1ckv
d3ge3e_	102	d.137.1.1	d.137.1	3ge3
d2inpl_	83	d.137.1.1	d.137.1	2inp
d1clia2	175	d.139.1.1	d.139.1	1cli
d1t3ta7	217	d.139.1.1	d.139.1	1t3t
d1t3ta6	168	d.139.1.1	d.139.1	1t3t
d2z1ea2	179	d.139.1.1	d.139.1	2z1e
d1vk3a3	163	d.139.1.1	d.139.1	1vk3
d1vk3a4	96	d.139.1.1	d.139.1	1vk3
d2yyea2	182	d.139.1.1	d.139.1	2yye
d3c9ua2	163	d.139.1.1	d.139.1	3c9u
d5cm7a2	169	d.139.1.0	d.139.1	5cm7
d2btua2	170	d.139.1.0	d.139.1	2btu
d1seia_	130	d.140.1.1	d.140.1	1sei
d1i6ua_	129	d.140.1.1	d.140.1	1i6u
d1rl6a1	75	d.141.1.1	d.141.1	1rl6
d1rl6a2	89	d.141.1.1	d.141.1	1rl6
d2qamg1	81	d.141.1.1	d.141.1	2qam
d1vq8e1	79	d.141.1.1	d.141.1	1vq8
d1vq8e2	93	d.141.1.1	d.141.1	1vq8
d2cqla1	87	d.141.1.1	d.141.1	2cql
d1iowa2	210	d.142.1.1	d.142.1	1iow
d1e4ea2	211	d.142.1.1	d.142.1	1e4e
d1ehia2	228	d.142.1.1	d.142.1	1ehi
d1gsaa2	192	d.142.1.1	d.142.1	1gsa
d1gsha2	174	d.142.1.1	d.142.1	1gsh
d1w96a3	267	d.142.1.2	d.142.1	1w96
d1dv1a3	204	d.142.1.2	d.142.1	1dv1
d1a9xa5	275	d.142.1.2	d.142.1	1a9x
d1a9xa6	244	d.142.1.2	d.142.1	1a9x
d1gsoa3	218	d.142.1.2	d.142.1	1gso
d1vkza3	220	d.142.1.2	d.142.1	1vkz
d1kjqa3	203	d.142.1.2	d.142.1	1kjq
d3etja3	198	d.142.1.2	d.142.1	3etj
d1i7na2	206	d.142.1.3	d.142.1	1i7n
d2nu8b2	238	d.142.1.4	d.142.1	2nu8
d1eucb2	246	d.142.1.4	d.142.1	1euc
d1kbla3	375	d.142.1.5	d.142.1	1kbl
d1m0wa2	373	d.142.1.6	d.142.1	1m0w
d2hgsa4	370	d.142.1.6	d.142.1	2hgs
d1uc8a2	166	d.142.1.7	d.142.1	1uc8
d2io8a3	297	d.142.1.8	d.142.1	2io8
d2r85a2	231	d.142.1.9	d.142.1	2r85
d2pbza2	197	d.142.1.9	d.142.1	2pbz
d4fu0a2	210	d.142.1.0	d.142.1	4fu0
d6dgia2	212	d.142.1.0	d.142.1	6dgi
d1a0ia2	231	d.142.2.1	d.142.2	1a0i
d1fvia2	184	d.142.2.1	d.142.2	1fvi
d1x9na3	220	d.142.2.1	d.142.2	1x9n
d1ta8a_	313	d.142.2.2	d.142.2	1ta8
d1p16a2	245	d.142.2.3	d.142.2	1p16
d1ckma2	228	d.142.2.3	d.142.2	1ckm
d1xdna_	265	d.142.2.4	d.142.2	1xdn
d1s68a_	233	d.142.2.4	d.142.2	1s68
d2cnqa_	301	d.143.1.1	d.143.1	2cnq
d1kuta_	213	d.143.1.1	d.143.1	1kut
d1w2fa_	276	d.143.1.3	d.143.1	1w2f
d6cn2a_	300	d.143.1.0	d.143.1	6cn2
d1cjaa_	327	d.144.1.3	d.144.1	1cja
d1e7ua4	359	d.144.1.4	d.144.1	1e7u
d1ia9a_	276	d.144.1.5	d.144.1	1ia9
d1nd4a_	255	d.144.1.6	d.144.1	1nd4
d2ppqa1	310	d.144.1.6	d.144.1	2ppq
d2pula_	381	d.144.1.6	d.144.1	2pul
d1zyla1	325	d.144.1.6	d.144.1	1zyl
d3tm0a_	263	d.144.1.6	d.144.1	3tm0
d1uu3a_	277	d.144.1.7	d.144.1	1uu3
d1u46a_	255	d.144.1.7	d.144.1	1u46
d1t46a_	297	d.144.1.7	d.144.1	1t46
d1rdqe_	342	d.144.1.7	d.144.1	1rdq
d1csna_	293	d.144.1.7	d.144.1	1csn
d3pa3a_	259	d.144.1.7	d.144.1	3pa3
d3blha1	292	d.144.1.7	d.144.1	3blh
d1gz8a_	291	d.144.1.7	d.144.1	1gz8
d7b7rb_	299	d.144.1.7	d.144.1	7b7r
d3poza_	293	d.144.1.7	d.144.1	3poz
d1mp8a_	252	d.144.1.7	d.144.1	1mp8
d1omwa3	344	d.144.1.7	d.144.1	1omw
d1phka_	277	d.144.1.7	d.144.1	1phk
d1j1ba_	354	d.144.1.7	d.144.1	1j1b
d3f66a_	288	d.144.1.7	d.144.1	3f66
d3bu3a_	297	d.144.1.7	d.144.1	3bu3
d2ozaa_	332	d.144.1.7	d.144.1	2oza
d3dnua_	400	d.144.1.7	d.144.1	3dnu
d1o6ya_	260	d.144.1.7	d.144.1	1o6y
d1o6la_	317	d.144.1.7	d.144.1	1o6l
d3nsza_	327	d.144.1.7	d.144.1	3nsz
d3a99a_	273	d.144.1.7	d.144.1	3a99
d3r04a_	271	d.144.1.7	d.144.1	3r04
d1u5ra_	309	d.144.1.7	d.144.1	1u5r
d1q8ya_	351	d.144.1.7	d.144.1	1q8y
d1fvra_	299	d.144.1.7	d.144.1	1fvr
d1tkia_	321	d.144.1.7	d.144.1	1tki
d1koba_	352	d.144.1.7	d.144.1	1kob
d2vgoa_	269	d.144.1.7	d.144.1	2vgo
d2jama_	279	d.144.1.7	d.144.1	2jam
d3fxwa_	271	d.144.1.7	d.144.1	3fxw
d2j7ta_	285	d.144.1.7	d.144.1	2j7t
d3og7a_	247	d.144.1.7	d.144.1	3og7
d1nw1a_	365	d.144.1.8	d.144.1	1nw1
d3fega_	336	d.144.1.8	d.144.1	3feg
d1zara2	178	d.144.1.9	d.144.1	1zar
d4feva_	263	d.144.1.0	d.144.1	4fev
d4c2va_	270	d.144.1.0	d.144.1	4c2v
d2b9ha_	337	d.144.1.0	d.144.1	2b9h
d6fexa_	197	d.144.1.0	d.144.1	6fex
d3a7ia_	286	d.144.1.0	d.144.1	3a7i
d2eu9a_	345	d.144.1.0	d.144.1	2eu9
d6egea_	207	d.144.1.0	d.144.1	6ege
d3fe3a_	317	d.144.1.0	d.144.1	3fe3
d2j0ia_	290	d.144.1.0	d.144.1	2j0i
d4b9da1	286	d.144.1.0	d.144.1	4b9d
d4b6la_	281	d.144.1.0	d.144.1	4b6l
d6fdyu_	262	d.144.1.0	d.144.1	6fdy
d4bf2a_	253	d.144.1.0	d.144.1	4bf2
d2ac3a1	275	d.144.1.0	d.144.1	2ac3
d3repa_	268	d.144.1.0	d.144.1	3rep
d7aqba_	294	d.144.1.0	d.144.1	7aqb
d4bgqa_	276	d.144.1.0	d.144.1	4bgq
d3coka1	232	d.144.1.0	d.144.1	3cok
d6cnha1	319	d.144.1.0	d.144.1	6cnh
d3dlsa_	285	d.144.1.0	d.144.1	3dls
d2a19b1	261	d.144.1.0	d.144.1	2a19
d3dtca_	245	d.144.1.0	d.144.1	3dtc
d6g77a_	291	d.144.1.0	d.144.1	6g77
d2buja1	283	d.144.1.0	d.144.1	2buj
d6cpyb_	262	d.144.1.0	d.144.1	6cpy
d2bdwa_	309	d.144.1.0	d.144.1	2bdw
d4f0fa1	274	d.144.1.0	d.144.1	4f0f
d4eqma_	269	d.144.1.0	d.144.1	4eqm
d6fuca_	240	d.144.1.0	d.144.1	6fuc
d4h05a1	267	d.144.1.0	d.144.1	4h05
d2pywa_	417	d.144.1.0	d.144.1	2pyw
d4czua1	291	d.144.1.0	d.144.1	4czu
d6ctha1	294	d.144.1.0	d.144.1	6cth
d2bvfa1	201	d.145.1.1	d.145.1	2bvf
d1w1oa2	206	d.145.1.1	d.145.1	1w1o
d1f0xa2	265	d.145.1.1	d.145.1	1f0x
d1wvfa2	236	d.145.1.1	d.145.1	1wvf
d1uxya1	198	d.145.1.2	d.145.1	1uxy
d1hska1	194	d.145.1.2	d.145.1	1hsk
d1rm6b2	216	d.145.1.3	d.145.1	1rm6
d1n62c2	177	d.145.1.3	d.145.1	1n62
d1t3qc2	176	d.145.1.3	d.145.1	1t3q
d1jroa4	167	d.145.1.3	d.145.1	1jro
d1v97a6	223	d.145.1.3	d.145.1	1v97
d2oaia1	80	d.145.1.4	d.145.1	2oai
d2p4pa1	82	d.145.1.4	d.145.1	2p4p
d2nqwa1	87	d.145.1.4	d.145.1	2nqw
d2r2za1	84	d.145.1.4	d.145.1	2r2z
d2rk5a1	84	d.145.1.4	d.145.1	2rk5
d2o3ga1	76	d.145.1.4	d.145.1	2o3g
d2p3ha1	98	d.145.1.4	d.145.1	2p3h
d2p13a1	85	d.145.1.4	d.145.1	2p13
d2plia1	84	d.145.1.4	d.145.1	2pli
d2i0ka2	216	d.145.1.0	d.145.1	2i0k
d3llba_	81	d.145.1.0	d.145.1	3llb
d1uxya2	142	d.146.1.1	d.146.1	1uxy
d1hska2	109	d.146.1.1	d.146.1	1hsk
d1qlma_	316	d.147.1.1	d.147.1	1qlm
d4gvqa_	315	d.147.1.0	d.147.1	4gvq
d1c4za_	350	d.148.1.1	d.148.1	1c4z
d3h1da1	369	d.148.1.0	d.148.1	3h1d
d3a8ga_	197	d.149.1.1	d.149.1	3a8g
d1qr0a1	101	d.150.1.1	d.150.1	1qr0
d1qr0a2	127	d.150.1.1	d.150.1	1qr0
d1f7la_	118	d.150.1.2	d.150.1	1f7l
d2f1na1	250	d.151.1.1	d.151.1	2f1n
d2a40b_	260	d.151.1.1	d.151.1	2a40
d1akoa_	268	d.151.1.1	d.151.1	1ako
d1vyba_	236	d.151.1.1	d.151.1	1vyb
d1wdua_	217	d.151.1.1	d.151.1	1wdu
d1i9za_	336	d.151.1.2	d.151.1	1i9z
d2imqx_	280	d.151.1.2	d.151.1	2imq
d2ddra1	288	d.151.1.3	d.151.1	2ddr
d2voaa_	257	d.151.1.0	d.151.1	2voa
d3g91a1	256	d.151.1.0	d.151.1	3g91
d2ei9a_	214	d.151.1.0	d.151.1	2ei9
d5ewta_	247	d.151.1.0	d.151.1	5ewt
d1b25a2	210	d.152.1.1	d.152.1	1b25
d1ofda3	430	d.153.1.1	d.153.1	1ofd
d1ct9a2	192	d.153.1.1	d.153.1	1ct9
d1q15a2	204	d.153.1.1	d.153.1	1q15
d1jgta2	200	d.153.1.1	d.153.1	1jgt
d1gdoa_	238	d.153.1.1	d.153.1	1gdo
d1xffa_	238	d.153.1.1	d.153.1	1xff
d1ao0a2	230	d.153.1.1	d.153.1	1ao0
d1gph12	234	d.153.1.1	d.153.1	1gph
d1ecfa2	249	d.153.1.1	d.153.1	1ecf
d1te5a_	253	d.153.1.1	d.153.1	1te5
d1or0.1	153	d.153.1.2	d.153.1	1or0
d1gk9.1	208	d.153.1.2	d.153.1	1gk9
d2quyd_	330	d.153.1.3	d.153.1	2quy
d1g3ka_	173	d.153.1.4	d.153.1	1g3k
d1rypa_	243	d.153.1.4	d.153.1	1ryp
d1rypb_	250	d.153.1.4	d.153.1	1ryp
d1rypc_	244	d.153.1.4	d.153.1	1ryp
d1rypd_	241	d.153.1.4	d.153.1	1ryp
d1rype_	242	d.153.1.4	d.153.1	1ryp
d1rypf_	233	d.153.1.4	d.153.1	1ryp
d1rypg_	244	d.153.1.4	d.153.1	1ryp
d1ryp1_	222	d.153.1.4	d.153.1	1ryp
d1ryp2_	233	d.153.1.4	d.153.1	1ryp
d1ryph_	205	d.153.1.4	d.153.1	1ryp
d1rypi_	222	d.153.1.4	d.153.1	1ryp
d1rypj_	204	d.153.1.4	d.153.1	1ryp
d1rypk_	198	d.153.1.4	d.153.1	1ryp
d1rypl_	212	d.153.1.4	d.153.1	1ryp
d3mi01_	215	d.153.1.4	d.153.1	3mi0
d3mi02_	223	d.153.1.4	d.153.1	3mi0
d1yara_	221	d.153.1.4	d.153.1	1yar
d1yarh_	203	d.153.1.4	d.153.1	1yar
d1k2x.1	156	d.153.1.5	d.153.1	1k2x
d1apy.1	161	d.153.1.5	d.153.1	1apy
d3ljqa_	281	d.153.1.5	d.153.1	3ljq
d2nlza1	533	d.153.1.6	d.153.1	2nlz
d2dbx.1	418	d.153.1.6	d.153.1	2dbx
d2dg5.1	351	d.153.1.6	d.153.1	2dg5
d2i3oa1	504	d.153.1.6	d.153.1	2i3o
d2imha1	225	d.153.1.7	d.153.1	2imh
d3hbca1	295	d.153.1.0	d.153.1	3hbc
d2bjfa_	328	d.153.1.0	d.153.1	2bjf
d1vz6a_	376	d.154.1.2	d.154.1	1vz6
d3n2wa_	367	d.154.1.0	d.154.1	3n2w
d1pya.1	81	d.155.1.1	d.155.1	1pya
d1n13.1	46	d.155.1.2	d.155.1	1n13
d1jl0a_	310	d.156.1.1	d.156.1	1jl0
d1mhm.1	54	d.156.1.1	d.156.1	1mhm
d1vr7a_	120	d.156.1.2	d.156.1	1vr7
d2iiia_	120	d.156.1.0	d.156.1	2iii
d3iofa_	227	d.157.1.1	d.157.1	3iof
d4c1ha_	222	d.157.1.1	d.157.1	4c1h
d1a7ta_	227	d.157.1.1	d.157.1	1a7t
d2gmna1	264	d.157.1.1	d.157.1	2gmn
d1m2xa_	219	d.157.1.1	d.157.1	1m2x
d1k07a_	262	d.157.1.1	d.157.1	1k07
d1jjta_	220	d.157.1.1	d.157.1	1jjt
d1ko3a_	230	d.157.1.1	d.157.1	1ko3
d3i11a_	215	d.157.1.1	d.157.1	3i11
d2aioa_	266	d.157.1.1	d.157.1	2aio
d1qh5a_	260	d.157.1.2	d.157.1	1qh5
d2qeda1	251	d.157.1.2	d.157.1	2qed
d1vmea2	250	d.157.1.3	d.157.1	1vme
d1e5da2	249	d.157.1.3	d.157.1	1e5d
d1p9ea_	294	d.157.1.5	d.157.1	1p9e
d6c2ca_	299	d.157.1.5	d.157.1	6c2c
d1y44a1	269	d.157.1.7	d.157.1	1y44
d2e7ya_	272	d.157.1.7	d.157.1	2e7y
d1wraa1	305	d.157.1.8	d.157.1	1wra
d1zkpa1	244	d.157.1.9	d.157.1	1zkp
d2i7va_	433	d.157.1.10	d.157.1	2i7v
d2i7xa1	499	d.157.1.10	d.157.1	2i7x
d2az4a1	183	d.157.1.10	d.157.1	2az4
d3ieka_	431	d.157.1.10	d.157.1	3iek
d1ztca1	207	d.157.1.11	d.157.1	1ztc
d2p97a1	200	d.157.1.12	d.157.1	2p97
d2cfua2	502	d.157.1.13	d.157.1	2cfu
d6dqha_	206	d.157.1.0	d.157.1	6dqh
d3sfpa_	231	d.157.1.0	d.157.1	3sfp
d6aufb_	273	d.157.1.0	d.157.1	6auf
d2fhxa_	235	d.157.1.0	d.157.1	2fhx
d6cqsa_	242	d.157.1.0	d.157.1	6cqs
d1utea_	302	d.159.1.1	d.159.1	1ute
d2qfra2	312	d.159.1.1	d.159.1	2qfr
d1hp1a2	328	d.159.1.2	d.159.1	1hp1
d2z1aa2	302	d.159.1.2	d.159.1	2z1a
